Tanggal,Kategori,Klasifikasi,Kelas,Bahan Bakar,Tahun Pembuatan,Sistem Pembakaran,CC,Tonnase,Jarak Tempuh,Opasitas,Tahun Uji,Usia Kendaraan,Baku Mutu Opasitas,Opasitas_ratio,segmen_tahun,Euro,alpha,Koreksi_Opasitas,LULUS/TIIDAK
24/03/2023 00:00,,C,,,2023,,,,,4.9,,0,40,0.1225,>2021,EURO4,0.3,-0.26325,TRUE
06/11/2023 00:00,,C,,,2023,,,,,12.48,,0,30,0.416,>2021,EURO4,0.3,-0.1752,TRUE
20/09/2023 00:00,,C,,,2023,,,,,13,,0,40,0.325,>2021,EURO4,0.3,-0.2025,TRUE
12/12/2023 00:00,,C,,,2023,,,,,30,,0,30,1,>2021,EURO4,0.3,0,TRUE
05/02/2024 00:00,,C,,,2023,,,,,18,,1,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
27/08/2024 00:00,,C,,,2023,,,,,20,,1,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
08/07/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
08/06/2024 00:00,,C,,,2023,,,,,1.7,,1,30,0.056666667,>2021,EURO4,0.3,-0.283,TRUE
01/02/2025 00:00,,C,,,2023,,,,,21,,2,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
18/11/2024 00:00,,C,,,2023,,,,,7.9,,1,30,0.263333333,>2021,EURO4,0.3,-0.221,TRUE
21/03/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
14/03/2024 00:00,,C,,,2023,,,,,7.6,,1,30,0.253333333,>2021,EURO4,0.3,-0.224,TRUE
19/01/2024 00:00,,C,,,2023,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
12/02/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
18/03/2025 00:00,,C,,,2023,,,,,20,,2,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
21/08/2024 00:00,,C,,,2023,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
01/09/2023 00:00,,C,,,2023,,,,,7,,0,40,0.175,>2021,EURO4,0.3,-0.2475,TRUE
19/03/2025 00:00,,C,,,2023,,,,,24,,2,30,0.8,>2021,EURO4,0.3,-0.06,TRUE
05/12/2023 00:00,,C,,,2023,,,,,8.9,,0,30,0.296666667,>2021,EURO4,0.3,-0.211,TRUE
08/03/2024 00:00,,C,,,2023,,,,,22,,1,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
17/04/2024 00:00,,C,,,2023,,,,,11.6,,1,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
06/12/2024 00:00,,C,,,2023,,,,,6,,1,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
30/12/2023 00:00,,C,,,2023,,,,,10.19,,0,30,0.339666667,>2021,EURO4,0.3,-0.1981,TRUE
25/11/2023 00:00,,C,,,2023,,,,,18.1,,0,30,0.603333333,>2021,EURO4,0.3,-0.119,TRUE
07/02/2024 00:00,,C,,,2023,,,,,4.8,,1,30,0.16,>2021,EURO4,0.3,-0.252,TRUE
09/08/2024 00:00,,C,,,2023,,,,,6.25,,1,30,0.208333333,>2021,EURO4,0.3,-0.2375,TRUE
02/11/2024 00:00,,C,,,2023,,,,,5.8,,1,30,0.193333333,>2021,EURO4,0.3,-0.242,TRUE
11/12/2023 00:00,,C,,,2023,,,,,9,,0,30,0.3,>2021,EURO4,0.3,-0.21,TRUE
16/03/2024 00:00,,C,,,2023,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
04/09/2023 00:00,,C,,,2023,,,,,29,,0,40,0.725,>2021,EURO4,0.3,-0.0825,TRUE
26/04/2024 00:00,,C,,,2023,,,,,22,,1,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
23/04/2024 00:00,,C,,,2023,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
04/10/2023 00:00,,C,,,2023,,,,,13,,0,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
06/12/2023 00:00,,C,,,2023,,,,,17,,0,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
18/09/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
30/01/2024 00:00,,C,,,2023,,,,,11.6,,1,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
14/12/2023 00:00,,C,,,2023,,,,,6,,0,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
26/03/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
18/09/2023 00:00,,C,,,2023,,,,,23.7,,0,40,0.5925,>2021,EURO4,0.3,-0.12225,TRUE
05/02/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
22/11/2023 00:00,,C,,,2023,,,,,11,,0,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
06/09/2023 00:00,,C,,,2023,,,,,4.6,,0,40,0.115,>2021,EURO4,0.3,-0.2655,TRUE
08/09/2023 00:00,,C,,,2023,,,,,1,,0,40,0.025,>2021,EURO4,0.3,-0.2925,TRUE
03/01/2025 00:00,,C,,,2023,,,,,15,,2,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
01/03/2025 00:00,,C,,,2023,,,,,11.6,,2,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
17/04/2024 00:00,,C,,,2023,,,,,9.7,,1,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
05/12/2024 00:00,,C,,,2023,,,,,11.6,,1,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
26/01/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
17/12/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
18/12/2024 00:00,,C,,,2023,,,,,6.9,,1,30,0.23,>2021,EURO4,0.3,-0.231,TRUE
05/03/2024 00:00,,C,,,2023,,,,,17.3,,1,30,0.576666667,>2021,EURO4,0.3,-0.127,TRUE
17/10/2023 00:00,,C,,,2023,,,,,29,,0,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
08/10/2024 00:00,,C,,,2023,,,,,10.5,,1,30,0.35,>2021,EURO4,0.3,-0.195,TRUE
03/08/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
27/05/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
31/08/2024 00:00,,C,,,2023,,,,,8.4,,1,30,0.28,>2021,EURO4,0.3,-0.216,TRUE
11/12/2023 00:00,,C,,,2023,,,,,2,,0,30,0.066666667,>2021,EURO4,0.3,-0.28,TRUE
21/09/2023 00:00,,C,,,2023,,,,,19,,0,40,0.475,>2021,EURO4,0.3,-0.1575,TRUE
24/09/2024 00:00,,C,,,2023,,,,,25,,1,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
21/03/2024 00:00,,C,,,2023,,,,,20,,1,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
08/11/2023 00:00,,C,,,2023,,,,,17.4,,0,30,0.58,>2021,EURO4,0.3,-0.126,TRUE
04/10/2024 00:00,,C,,,2023,,,,,7.8,,1,30,0.26,>2021,EURO4,0.3,-0.222,TRUE
11/10/2023 00:00,,C,,,2023,,,,,15.1,,0,30,0.503333333,>2021,EURO4,0.3,-0.149,TRUE
13/08/2024 00:00,,C,,,2023,,,,,12.2,,1,30,0.406666667,>2021,EURO4,0.3,-0.178,TRUE
16/03/2024 00:00,,C,,,2023,,,,,5,,1,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
29/02/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
26/03/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
17/01/2024 00:00,,C,,,2023,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
17/09/2023 00:00,,C,,,2023,,,,,13.9,,0,40,0.3475,>2021,EURO4,0.3,-0.19575,TRUE
05/02/2024 00:00,,C,,,2023,,,,,7,,1,30,0.233333333,>2021,EURO4,0.3,-0.23,TRUE
02/03/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
25/03/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
23/12/2024 00:00,,C,,,2023,,,,,4.8,,1,30,0.16,>2021,EURO4,0.3,-0.252,TRUE
13/01/2024 00:00,,C,,,2023,,,,,5.3,,1,30,0.176666667,>2021,EURO4,0.3,-0.247,TRUE
03/07/2024 00:00,,C,,,2023,,,,,7.9,,1,30,0.263333333,>2021,EURO4,0.3,-0.221,TRUE
08/01/2025 00:00,,C,,,2023,,,,,21.9,,2,30,0.73,>2021,EURO4,0.3,-0.081,TRUE
19/09/2023 00:00,,C,,,2023,,,,,25,,0,40,0.625,>2021,EURO4,0.3,-0.1125,TRUE
20/12/2024 00:00,,C,,,2023,,,,,13.5,,1,30,0.45,>2021,EURO4,0.3,-0.165,TRUE
18/12/2023 00:00,,C,,,2023,,,,,12,,0,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
12/01/2024 00:00,,C,,,2023,,,,,18.3,,1,30,0.61,>2021,EURO4,0.3,-0.117,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
30/11/2023 00:00,,C,,,2023,,,,,3,,0,30,0.1,>2021,EURO4,0.3,-0.27,TRUE
31/05/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
30/12/2023 00:00,,C,,,2023,,,,,12,,0,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
01/05/2024 00:00,,C,,,2023,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
17/07/2024 00:00,,C,,,2023,,,,,7.8,,1,30,0.26,>2021,EURO4,0.3,-0.222,TRUE
12/08/2023 00:00,,C,,,2023,,,,,4.8,,0,40,0.12,>2021,EURO4,0.3,-0.264,TRUE
05/11/2024 00:00,,C,,,2023,,,,,11.6,,1,30,0.386666667,>2021,EURO4,0.3,-0.184,TRUE
12/01/2024 00:00,,C,,,2023,,,,,6.9,,1,30,0.23,>2021,EURO4,0.3,-0.231,TRUE
08/12/2023 00:00,,C,,,2023,,,,,8.9,,0,30,0.296666667,>2021,EURO4,0.3,-0.211,TRUE
16/02/2024 00:00,,C,,,2023,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
27/07/2024 00:00,,C,,,2023,,,,,6.25,,1,30,0.208333333,>2021,EURO4,0.3,-0.2375,TRUE
01/02/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
08/02/2025 00:00,,C,,,2023,,,,,15,,2,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
06/08/2024 00:00,,C,,,2023,,,,,21.5,,1,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
25/05/2024 00:00,,C,,,2023,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
03/05/2024 00:00,,C,,,2023,,,,,7.4,,1,30,0.246666667,>2021,EURO4,0.3,-0.226,TRUE
11/07/2024 00:00,,C,,,2023,,,,,4.4,,1,30,0.146666667,>2021,EURO4,0.3,-0.256,TRUE
26/10/2024 00:00,,C,,,2023,,,,,6.5,,1,30,0.216666667,>2021,EURO4,0.3,-0.235,TRUE
09/03/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
01/10/2024 00:00,,C,,,2023,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
16/12/2023 00:00,,C,,,2023,,,,,21.4,,0,30,0.713333333,>2021,EURO4,0.3,-0.086,TRUE
20/07/2024 00:00,,C,,,2023,,,,,6.25,,1,30,0.208333333,>2021,EURO4,0.3,-0.2375,TRUE
15/01/2024 00:00,,C,,,2023,,,,,30,,1,30,1,>2021,EURO4,0.3,0,TRUE
16/09/2023 00:00,,C,,,2023,,,,,5.2,,0,40,0.13,>2021,EURO4,0.3,-0.261,TRUE
18/11/2023 00:00,,C,,,2023,,,,,20,,0,30,0.666666667,>2021,EURO4,0.3,-0.1,TRUE
01/03/2024 00:00,,C,,,2023,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
28/10/2023 00:00,,C,,,2023,,,,,25,,0,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
27/04/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
28/10/2023 00:00,,C,,,2023,,,,,8,,0,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
21/01/2025 00:00,,C,,,2023,,,,,21.5,,2,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
15/11/2024 00:00,,C,,,2023,,,,,25,,1,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
15/09/2023 00:00,,C,,,2023,,,,,3,,0,40,0.075,>2021,EURO4,0.3,-0.2775,TRUE
05/10/2024 00:00,,C,,,2023,,,,,5,,1,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
15/01/2025 00:00,,C,,,2023,,,,,15.4,,2,30,0.513333333,>2021,EURO4,0.3,-0.146,TRUE
25/06/2024 00:00,,C,,,2023,,,,,5.9,,1,30,0.196666667,>2021,EURO4,0.3,-0.241,TRUE
09/10/2024 00:00,,C,,,2023,,,,,13.1,,1,30,0.436666667,>2021,EURO4,0.3,-0.169,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
14/08/2024 00:00,,C,,,2023,,,,,12.5,,1,30,0.416666667,>2021,EURO4,0.3,-0.175,TRUE
31/10/2023 00:00,,C,,,2023,,,,,0.3,,0,30,0.01,>2021,EURO4,0.3,-0.297,TRUE
17/04/2024 00:00,,C,,,2023,,,,,12,,1,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
03/05/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
02/10/2023 00:00,,C,,,2023,,,,,28,,0,30,0.933333333,>2021,EURO4,0.3,-0.02,TRUE
28/11/2023 00:00,,C,,,2023,,,,,10,,0,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
05/12/2023 00:00,,C,,,2023,,,,,29,,0,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
18/12/2024 00:00,,C,,,2023,,,,,11.9,,1,30,0.396666667,>2021,EURO4,0.3,-0.181,TRUE
17/05/2024 00:00,,C,,,2023,,,,,29.11,,1,30,0.970333333,>2021,EURO4,0.3,-0.0089,TRUE
30/06/2023 00:00,,C,,,2023,,,,,20.27,,0,40,0.50675,>2021,EURO4,0.3,-0.147975,TRUE
01/03/2024 00:00,,C,,,2023,,,,,6.3,,1,30,0.21,>2021,EURO4,0.3,-0.237,TRUE
01/02/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
11/10/2023 00:00,,C,,,2023,,,,,6.3,,0,30,0.21,>2021,EURO4,0.3,-0.237,TRUE
20/10/2023 00:00,,C,,,2023,,,,,12,,0,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
27/12/2023 00:00,,C,,,2023,,,,,13.8,,0,30,0.46,>2021,EURO4,0.3,-0.162,TRUE
21/10/2024 00:00,,C,,,2023,,,,,9.7,,1,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
01/02/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
31/01/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
31/10/2023 00:00,,C,,,2023,,,,,25,,0,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
21/10/2023 00:00,,C,,,2023,,,,,16,,0,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
05/12/2024 00:00,,C,,,2023,,,,,6,,1,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
26/03/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
23/07/2024 00:00,,C,,,2023,,,,,7,,1,30,0.233333333,>2021,EURO4,0.3,-0.23,TRUE
18/12/2024 00:00,,C,,,2023,,,,,3,,1,30,0.1,>2021,EURO4,0.3,-0.27,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
02/01/2024 00:00,,C,,,2023,,,,,5,,1,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
03/02/2024 00:00,,C,,,2023,,,,,25,,1,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
18/10/2023 00:00,,C,,,2023,,,,,22,,0,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
05/12/2024 00:00,,C,,,2023,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
17/09/2024 00:00,,C,,,2023,,,,,9.1,,1,30,0.303333333,>2021,EURO4,0.3,-0.209,TRUE
13/02/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
06/02/2024 00:00,,C,,,2023,,,,,21,,1,30,0.7,>2021,EURO4,0.3,-0.09,TRUE
22/06/2024 00:00,,C,,,2023,,,,,5.8,,1,30,0.193333333,>2021,EURO4,0.3,-0.242,TRUE
23/11/2023 00:00,,C,,,2023,,,,,25,,0,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
07/01/2025 00:00,,C,,,2023,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
12/10/2024 00:00,,C,,,2023,,,,,5,,1,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
12/09/2023 00:00,,C,,,2023,,,,,19.35,,0,40,0.48375,>2021,EURO4,0.3,-0.154875,TRUE
01/02/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
11/09/2024 00:00,,C,,,2023,,,,,6.2,,1,30,0.206666667,>2021,EURO4,0.3,-0.238,TRUE
04/01/2024 00:00,,C,,,2023,,,,,16,,1,30,0.533333333,>2021,EURO4,0.3,-0.14,TRUE
07/02/2025 00:00,,C,,,2023,,,,,8,,2,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
04/10/2023 00:00,,C,,,2023,,,,,6,,0,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
15/07/2023 00:00,,C,,,2023,,,,,7.45,,0,40,0.18625,>2021,EURO4,0.3,-0.244125,TRUE
23/12/2023 00:00,,C,,,2023,,,,,32.5,,0,30,1.083333333,>2021,EURO4,0.3,0.025,FALSE
08/07/2024 00:00,,C,,,2023,,,,,21.9,,1,30,0.73,>2021,EURO4,0.3,-0.081,TRUE
06/02/2025 00:00,,C,,,2023,,,,,2,,2,30,0.066666667,>2021,EURO4,0.3,-0.28,TRUE
26/03/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
19/03/2025 00:00,,C,,,2023,,,,,14.2,,2,30,0.473333333,>2021,EURO4,0.3,-0.158,TRUE
19/10/2024 00:00,,C,,,2023,,,,,1,,1,30,0.033333333,>2021,EURO4,0.3,-0.29,TRUE
30/08/2023 00:00,,C,,,2023,,,,,15.7,,0,40,0.3925,>2021,EURO4,0.3,-0.18225,TRUE
05/01/2025 00:00,,C,,,2023,,,,,22,,2,30,0.733333333,>2021,EURO4,0.3,-0.08,TRUE
18/03/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
24/01/2024 00:00,,C,,,2023,,,,,6,,1,30,0.2,>2021,EURO4,0.3,-0.24,TRUE
19/03/2024 00:00,,C,,,2023,,,,,5,,1,30,0.166666667,>2021,EURO4,0.3,-0.25,TRUE
02/03/2024 00:00,,C,,,2023,,,,,29,,1,30,0.966666667,>2021,EURO4,0.3,-0.01,TRUE
07/10/2023 00:00,,C,,,2023,,,,,25,,0,30,0.833333333,>2021,EURO4,0.3,-0.05,TRUE
09/07/2024 00:00,,C,,,2023,,,,,22.3,,1,30,0.743333333,>2021,EURO4,0.3,-0.077,TRUE
31/05/2023 00:00,,C,,,2023,,,,,4.8,,0,40,0.12,>2021,EURO4,0.3,-0.264,TRUE
11/10/2023 00:00,,C,,,2023,,,,,18,,0,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
08/01/2025 00:00,,C,,,2023,,,,,4,,2,30,0.133333333,>2021,EURO4,0.3,-0.26,TRUE
06/03/2024 00:00,,C,,,2023,,,,,23,,1,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
30/08/2023 00:00,,C,,,2023,,,,,25,,0,40,0.625,>2021,EURO4,0.3,-0.1125,TRUE
20/09/2023 00:00,,C,,,2023,,,,,19.8,,0,40,0.495,>2021,EURO4,0.3,-0.1515,TRUE
11/09/2023 00:00,,C,,,2023,,,,,7.3,,0,40,0.1825,>2021,EURO4,0.3,-0.24525,TRUE
23/03/2025 00:00,,C,,,2023,,,,,14.34,,2,30,0.478,>2021,EURO4,0.3,-0.1566,TRUE
27/12/2023 00:00,,C,,,2023,,,,,30,,0,30,1,>2021,EURO4,0.3,0,TRUE
12/09/2023 00:00,,C,,,2023,,,,,11,,0,40,0.275,>2021,EURO4,0.3,-0.2175,TRUE
08/05/2024 00:00,,C,,,2023,,,,,10.58,,1,30,0.352666667,>2021,EURO4,0.3,-0.1942,TRUE
03/07/2024 00:00,,C,,,2023,,,,,19.35,,1,30,0.645,>2021,EURO4,0.3,-0.1065,TRUE
21/11/2023 00:00,,C,,,2023,,,,,7,,0,30,0.233333333,>2021,EURO4,0.3,-0.23,TRUE
25/09/2023 00:00,,C,,,2023,,,,,25,,0,40,0.625,>2021,EURO4,0.3,-0.1125,TRUE
18/10/2023 00:00,,C,,,2023,,,,,12,,0,30,0.4,>2021,EURO4,0.3,-0.18,TRUE
03/08/2024 00:00,,C,,,2023,,,,,17.2,,1,30,0.573333333,>2021,EURO4,0.3,-0.128,TRUE
09/11/2023 00:00,,C,,,2023,,,,,16.3,,0,30,0.543333333,>2021,EURO4,0.3,-0.137,TRUE
21/10/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
04/04/2024 00:00,,C,,,2023,,,,,31,,1,30,1.033333333,>2021,EURO4,0.3,0.01,FALSE
29/12/2023 00:00,,C,,,2023,,,,,28,,0,30,0.933333333,>2021,EURO4,0.3,-0.02,TRUE
06/12/2023 00:00,,C,,,2023,,,,,17,,0,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
26/03/2025 00:00,,C,,,2023,,,,,8,,2,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
11/12/2023 00:00,,C,,,2023,,,,,23.4,,0,30,0.78,>2021,EURO4,0.3,-0.066,TRUE
05/04/2024 00:00,,C,,,2023,,,,,9.7,,1,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
24/01/2025 00:00,,C,,,2023,,,,,9.7,,2,30,0.323333333,>2021,EURO4,0.3,-0.203,TRUE
11/10/2023 00:00,,C,,,2023,,,,,15,,0,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
05/07/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
20/11/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
03/04/2024 00:00,,C,,,2023,,,,,11,,1,30,0.366666667,>2021,EURO4,0.3,-0.19,TRUE
16/12/2024 00:00,,C,,,2023,,,,,10,,1,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
05/02/2024 00:00,,C,,,2023,,,,,17,,1,30,0.566666667,>2021,EURO4,0.3,-0.13,TRUE
02/12/2024 00:00,,C,,,2023,,,,,21.5,,1,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
05/02/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
01/03/2024 00:00,,C,,,2023,,,,,18,,1,30,0.6,>2021,EURO4,0.3,-0.12,TRUE
14/12/2024 00:00,,C,,,2023,,,,,9,,1,30,0.3,>2021,EURO4,0.3,-0.21,TRUE
08/07/2024 00:00,,C,,,2023,,,,,23,,1,30,0.766666667,>2021,EURO4,0.3,-0.07,TRUE
15/07/2024 00:00,,C,,,2023,,,,,9.8,,1,30,0.326666667,>2021,EURO4,0.3,-0.202,TRUE
01/02/2024 00:00,,C,,,2023,,,,,15,,1,30,0.5,>2021,EURO4,0.3,-0.15,TRUE
02/01/2025 00:00,,C,,,2023,,,,,10,,2,30,0.333333333,>2021,EURO4,0.3,-0.2,TRUE
09/12/2023 00:00,,C,,,2023,,,,,5.84,,0,30,0.194666667,>2021,EURO4,0.3,-0.2416,TRUE
11/02/2025 00:00,,C,,,2023,,,,,21.5,,2,30,0.716666667,>2021,EURO4,0.3,-0.085,TRUE
02/06/2024 00:00,,C,,,2023,,,,,30,,1,30,1,>2021,EURO4,0.3,0,TRUE
24/02/2025 00:00,,C,,,2023,,,,,7.6,,2,30,0.253333333,>2021,EURO4,0.3,-0.224,TRUE
20/01/2025 00:00,,C,,,2023,,,,,15.2,,2,30,0.506666667,>2021,EURO4,0.3,-0.148,TRUE
10/07/2023 00:00,,C,,,2023,,,,,6.65,,0,40,0.16625,>2021,EURO4,0.3,-0.250125,TRUE
08/11/2024 00:00,,C,,,2023,,,,,5.1,,1,30,0.17,>2021,EURO4,0.3,-0.249,TRUE
04/09/2023 00:00,,C,,,2023,,,,,27.88,,0,40,0.697,>2021,EURO4,0.3,-0.0909,TRUE
24/10/2024 00:00,,C,,,2023,,,,,30,,1,30,1,>2021,EURO4,0.3,0,TRUE
05/02/2024 00:00,,C,,,2023,,,,,14,,1,30,0.466666667,>2021,EURO4,0.3,-0.16,TRUE
16/10/2024 00:00,,C,,,2023,,,,,8,,1,30,0.266666667,>2021,EURO4,0.3,-0.22,TRUE
20/02/2024 00:00,,C,,,2023,,,,,9.3,,1,30,0.31,>2021,EURO4,0.3,-0.207,TRUE
07/08/2023 00:00,,C,,,2023,,,,,5.1,,0,40,0.1275,>2021,EURO4,0.3,-0.26175,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
26/03/2024 00:00,,C,,,2023,,,,,13,,1,30,0.433333333,>2021,EURO4,0.3,-0.17,TRUE
04/02/2025 00:00,,C,,,2023,,,,,6.5,,2,30,0.216666667,>2021,EURO4,0.3,-0.235,TRUE
